,Unnamed: 0,Dia,Hora,GEN,NOC,VHC,COFGEN,COFNOC,COFVHC,PMHGEN,PMHNOC,PMHVHC,SAHGEN,SAHNOC,SAHVHC,FOMGEN,FOMNOC,FOMVHC,FOSGEN,FOSNOC,FOSVHC,INTGEN,INTNOC,INTVHC,PCAPGEN,PCAPNOC,PCAPVHC,TEUGEN,TEUNOC,TEUVHC,CCVGEN,CCVNOC,CCVVHC
1039,1039,13/02/2021,07-08,"85,90","37,56","40,47","0,000079321150000000","0,000116822227000000","0,000125707818000000","28,38","27,08","28,52","5,91","5,64","5,94","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,75","0,95","1,36","44,03","2,22","2,88","1,62","1,48","1,56"
1040,1040,13/02/2021,08-09,"96,56","48,12","51,31","0,000101680185000000","0,000117818502000000","0,000095221842000000","40,22","38,59","40,42","4,76","4,57","4,79","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,58","0,93","1,32","44,03","2,22","2,88","1,75","1,62","1,70"
1041,1041,13/02/2021,09-10,"104,39","55,85","59,24","0,000132111715000000","0,000137114647000000","0,000099556622000000","48,46","46,63","48,71","4,32","4,16","4,35","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,51","0,92","1,30","44,03","2,22","2,88","1,86","1,72","1,81"
1042,1042,13/02/2021,10-11,"109,87","61,18","64,72","0,000151724535000000","0,000149709797000000","0,000106583319000000","53,23","51,25","53,46","4,98","4,80","5,01","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,48","0,92","1,29","44,03","2,22","2,88","1,94","1,80","1,88"
1043,1043,13/02/2021,11-12,"106,44","57,94","61,34","0,000154928675000000","0,000145310166000000","0,000105619275000000","50,21","48,38","50,47","4,65","4,48","4,67","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,47","0,92","1,29","44,03","2,22","2,88","1,88","1,75","1,83"
1044,1044,13/02/2021,12-13,"102,38","120,98","57,25","0,000154839306000000","0,000129847538000000","0,000100278487000000","46,14","46,49","46,33","4,78","4,81","4,80","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,42","5,63","1,28","44,03","62,01","2,88","1,81","1,83","1,76"
1045,1045,13/02/2021,13-14,"103,99","122,66","122,66","0,000162359393000000","0,000133229466000000","0,000097119723000000","47,68","48,09","48,09","4,81","4,85","4,85","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,43","5,64","5,64","44,03","62,01","62,01","1,84","1,86","1,86"
1046,1046,13/02/2021,14-15,"103,33","121,99","121,99","0,000161899151000000","0,000132287760000000","0,000092187195000000","46,59","46,98","46,98","5,24","5,28","5,28","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,45","5,66","5,66","44,03","62,01","62,01","1,83","1,85","1,85"
1047,1047,13/02/2021,15-16,"98,09","116,75","116,75","0,000147917747000000","0,000120125828000000","0,000083720581000000","40,68","41,06","41,06","5,94","5,99","5,99","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,48","5,70","5,70","44,03","62,01","62,01","1,76","1,78","1,78"
1048,1048,13/02/2021,16-17,"96,04","114,63","114,63","0,000138040248000000","0,000111609258000000","0,000079815812000000","41,74","42,09","42,09","2,86","2,88","2,88","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,49","5,70","5,70","44,03","62,01","62,01","1,73","1,75","1,75"
1049,1049,13/02/2021,17-18,"108,58","127,28","127,28","0,000134613824000000","0,000108845685000000","0,000079411984000000","54,26","54,72","54,72","2,68","2,70","2,70","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,49","5,71","5,71","44,03","62,01","62,01","1,92","1,94","1,94"
1050,1050,13/02/2021,18-19,"121,72","140,53","140,53","0,000141241989000000","0,000118751462000000","0,000087946680000000","67,08","67,65","67,65","2,80","2,82","2,82","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,49","5,71","5,71","44,03","62,01","62,01","2,12","2,14","2,14"
1051,1051,13/02/2021,19-20,"135,35","154,28","154,28","0,000158332395000000","0,000150929456000000","0,000145251088000000","82,03","82,72","82,72","1,26","1,27","1,27","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,51","5,73","5,73","44,03","62,01","62,01","2,32","2,35","2,35"
1052,1052,13/02/2021,20-21,"130,77","149,73","149,73","0,000169611081000000","0,000164784337000000","0,000158102897000000","75,51","76,20","76,20","3,23","3,26","3,26","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,54","5,76","5,76","44,03","62,01","62,01","2,26","2,28","2,28"
1053,1053,13/02/2021,21-22,"124,72","143,62","143,62","0,000174614452000000","0,000172619650000000","0,000158718218000000","69,04","69,67","69,67","3,71","3,74","3,74","0,03","0,03","0,03","0,17","0,18","0,18","0,00","0,00","0,00","5,57","5,79","5,79","44,03","62,01","62,01","2,18","2,20","2,20"
1054,1054,13/02/2021,22-23,"120,47","70,67","139,43","0,000159440244000000","0,000187615441000000","0,000155596253000000","65,68","62,75","66,37","2,71","2,59","2,74","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,70","0,95","5,94","44,03","2,22","62,01","2,14","1,97","2,16"
1055,1055,13/02/2021,23-24,"117,17","67,46","71,95","0,000137351602000000","0,000178031065000000","0,000149909844000000","62,21","59,40","62,56","2,90","2,77","2,91","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,73","0,95","1,35","44,03","2,22","2,88","2,09","1,93","2,03"
1056,1056,14/02/2021,00-01,"100,98","51,76","55,63","0,000112528181000000","0,000160411280000000","0,000145514295000000","40,31","38,36","40,56","8,73","8,31","8,79","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,83","0,97","1,38","44,03","2,22","2,88","1,86","1,70","1,81"
1057,1057,14/02/2021,01-02,"93,85","44,84","41,88","0,000091379988000000","0,000138972567000000","0,000158577122000000","32,14","30,53","29,49","9,81","9,32","9,00","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","1,77","1,61","1,55"
1058,1058,14/02/2021,02-03,"86,09","37,46","34,75","0,000077395403000000","0,000122626338000000","0,000154065480000000","23,79","22,60","21,83","10,50","9,97","9,64","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,89","0,97","0,75","44,03","2,22","0,89","1,65","1,50","1,44"
1059,1059,14/02/2021,03-04,"80,34","32,08","29,60","0,000069391372000000","0,000112268059000000","0,000146518425000000","17,53","16,67","16,13","11,16","10,62","10,27","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","1,56","1,41","1,36"
1060,1060,14/02/2021,04-05,"79,46","31,24","28,76","0,000065701119000000","0,000107765909000000","0,000139387256000000","16,37","15,57","15,05","11,45","10,89","10,53","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","1,55","1,40","1,35"
1061,1061,14/02/2021,05-06,"78,88","30,65","28,17","0,000064737596000000","0,000109696451000000","0,000134140695000000","15,86","15,08","14,56","11,35","10,79","10,42","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","1,54","1,39","1,34"
1062,1062,14/02/2021,06-07,"78,37","30,14","27,67","0,000066765260000000","0,000112007172000000","0,000129140913000000","15,87","15,08","14,56","10,83","10,28","9,93","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,88","0,97","0,75","44,03","2,22","0,89","1,53","1,39","1,34"
1063,1063,14/02/2021,07-08,"78,40","30,25","32,89","0,000073482397000000","0,000113148545000000","0,000122587906000000","15,72","14,95","15,81","11,07","10,53","11,13","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,84","0,97","1,38","44,03","2,22","2,88","1,53","1,38","1,47"
1064,1064,14/02/2021,08-09,"75,78","28,02","30,37","0,000089832434000000","0,000107767572000000","0,000086734098000000","13,57","12,97","13,65","10,83","10,35","10,89","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,69","0,95","1,34","44,03","2,22","2,88","1,46","1,33","1,40"
1065,1065,14/02/2021,09-10,"74,88","27,31","29,51","0,000119054886000000","0,000125728222000000","0,000089771599000000","14,99","14,38","15,07","8,62","8,27","8,66","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,60","0,93","1,32","44,03","2,22","2,88","1,43","1,31","1,37"
1066,1066,14/02/2021,10-11,"73,44","26,00","28,09","0,000143514998000000","0,000143091563000000","0,000097794740000000","15,05","14,46","15,11","7,21","6,93","7,24","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,55","0,93","1,31","44,03","2,22","2,88","1,40","1,28","1,34"
1067,1067,14/02/2021,11-12,"73,00","25,59","27,65","0,000152957625000000","0,000144849245000000","0,000098745517000000","12,86","12,35","12,91","8,98","8,63","9,02","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,54","0,93","1,31","44,03","2,22","2,88","1,39","1,27","1,34"
1068,1068,14/02/2021,12-13,"66,31","84,66","20,99","0,000154256946000000","0,000130518862000000","0,000095082221000000","6,04","6,09","6,07","9,29","9,37","9,33","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,47","5,69","1,29","44,03","62,01","2,88","1,28","1,30","1,22"
1069,1069,14/02/2021,13-14,"69,48","87,85","87,85","0,000160473479000000","0,000132740840000000","0,000091917433000000","9,35","9,43","9,43","9,10","9,18","9,18","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,47","5,69","5,69","44,03","62,01","62,01","1,33","1,34","1,34"
1070,1070,14/02/2021,14-15,"66,48","84,84","84,84","0,000159713459000000","0,000131063704000000","0,000088327362000000","6,07","6,12","6,12","9,41","9,50","9,50","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,49","5,71","5,71","44,03","62,01","62,01","1,29","1,30","1,30"
1071,1071,14/02/2021,15-16,"63,59","81,93","81,93","0,000143507518000000","0,000116814162000000","0,000079348498000000","2,23","2,25","2,25","10,36","10,45","10,45","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,52","5,74","5,74","44,03","62,01","62,01","1,25","1,26","1,26"
1072,1072,14/02/2021,16-17,"60,39","78,71","78,71","0,000134022115000000","0,000108572045000000","0,000075449616000000","2,22","2,25","2,25","7,19","7,26","7,26","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,54","5,76","5,76","44,03","62,01","62,01","1,20","1,22","1,22"
1073,1073,14/02/2021,17-18,"60,50","78,81","78,81","0,000131494250000000","0,000106660899000000","0,000075364579000000","2,23","2,25","2,25","7,28","7,35","7,35","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,55","5,77","5,77","44,03","62,01","62,01","1,21","1,22","1,22"
1074,1074,14/02/2021,18-19,"70,80","89,20","89,20","0,000141928336000000","0,000119936656000000","0,000085303976000000","11,87","11,98","11,98","7,79","7,86","7,86","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,55","5,77","5,77","44,03","62,01","62,01","1,36","1,38","1,38"
1075,1075,14/02/2021,19-20,"83,10","101,62","101,62","0,000166081279000000","0,000159111083000000","0,000146215227000000","26,95","27,20","27,20","4,82","4,86","4,86","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,55","5,77","5,77","44,03","62,01","62,01","1,55","1,56","1,56"
1076,1076,14/02/2021,20-21,"88,74","107,35","107,35","0,000183965516000000","0,000179617232000000","0,000161236692000000","35,02","35,37","35,37","2,30","2,33","2,33","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,55","5,78","5,78","44,03","62,01","62,01","1,63","1,65","1,65"
1077,1077,14/02/2021,21-22,"85,37","103,90","103,90","0,000186568792000000","0,000185810138000000","0,000161232706000000","31,66","31,95","31,95","2,34","2,36","2,36","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,56","5,78","5,78","44,03","62,01","62,01","1,58","1,60","1,60"
1078,1078,14/02/2021,22-23,"75,65","27,91","94,14","0,000162670926000000","0,000194412471000000","0,000155727130000000","18,66","17,85","18,86","5,62","5,37","5,67","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,68","0,94","5,91","44,03","2,22","62,01","1,46","1,33","1,48"
1079,1079,14/02/2021,23-24,"65,23","17,92","19,76","0,000130733677000000","0,000176025561000000","0,000147470266000000","6,02","5,76","6,06","7,98","7,63","8,02","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,69","0,95","1,34","44,03","2,22","2,88","1,30","1,18","1,24"
1080,1080,15/02/2021,00-01,"63,40","16,04","17,83","0,000098994294000000","0,000148526354000000","0,000138471705000000","2,34","2,23","2,35","9,73","9,27","9,79","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,79","0,96","1,37","44,03","2,22","2,88","1,29","1,16","1,23"
1081,1081,15/02/2021,01-02,"62,10","14,73","12,81","0,000078402414000000","0,000126447870000000","0,000153636578000000","1,21","1,15","1,12","9,51","9,04","8,75","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","1,28","1,15","1,11"
1082,1082,15/02/2021,02-03,"60,61","13,32","11,43","0,000067849866000000","0,000112604125000000","0,000149071554000000","0,19","0,18","0,17","9,06","8,62","8,33","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","1,26","1,13","1,09"
1083,1083,15/02/2021,03-04,"61,31","13,96","12,05","0,000063149554000000","0,000105171955000000","0,000142721335000000","0,19","0,18","0,17","9,74","9,25","8,94","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,86","0,97","0,75","44,03","2,22","0,89","1,27","1,14","1,10"
1084,1084,15/02/2021,04-05,"61,67","14,33","12,42","0,000061494416000000","0,000102606368000000","0,000136578923000000","1,09","1,03","1,00","9,22","8,77","8,48","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,85","0,97","0,75","44,03","2,22","0,89","1,28","1,14","1,11"
1085,1085,15/02/2021,05-06,"63,37","15,97","14,00","0,000063176505000000","0,000106270414000000","0,000132522242000000","1,80","1,71","1,66","10,20","9,71","9,39","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,82","0,96","0,75","44,03","2,22","0,89","1,30","1,17","1,13"
1086,1086,15/02/2021,06-07,"63,99","16,74","14,81","0,000075559767000000","0,000117344950000000","0,000134081287000000","2,30","2,20","2,13","10,48","10,02","9,73","0,03","0,03","0,03","0,18","0,17","0,16","0,00","0,00","0,00","5,69","0,95","0,73","44,03","2,22","0,89","1,29","1,16","1,12"
1087,1087,15/02/2021,07-08,"75,91","28,34","30,57","0,000105606994000000","0,000140109952000000","0,000140612408000000","18,48","17,75","18,58","6,17","5,92","6,20","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,58","0,93","1,32","44,03","2,22","2,88","1,44","1,32","1,39"
1088,1088,15/02/2021,08-09,"103,59","55,41","58,49","0,000125307660000000","0,000139045108000000","0,000109736412000000","48,17","46,56","48,38","3,97","3,84","3,99","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,39","0,91","1,27","44,03","2,22","2,88","1,83","1,70","1,77"
1089,1089,15/02/2021,09-10,"99,88","52,04","54,78","0,000133537059000000","0,000135618703000000","0,000105180173000000","44,79","43,42","44,94","3,79","3,68","3,80","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,32","0,90","1,25","44,03","2,22","2,88","1,76","1,64","1,70"
1090,1090,15/02/2021,10-11,"81,69","34,46","36,55","0,000142030990000000","0,000136517011000000","0,000106396755000000","26,97","26,17","27,07","3,73","3,62","3,74","0,03","0,03","0,03","0,16","0,16","0,17","0,00","0,00","0,00","5,28","0,89","1,24","44,03","2,22","2,88","1,48","1,37","1,42"
1091,1091,15/02/2021,11-12,"70,84","23,98","25,68","0,000143068127000000","0,000130049662000000","0,000103019288000000","15,78","15,34","15,84","4,26","4,14","4,27","0,03","0,03","0,03","0,16","0,16","0,16","0,00","0,00","0,00","5,27","0,89","1,24","44,03","2,22","2,88","1,31","1,21","1,26"
1092,1092,15/02/2021,12-13,"69,64","87,97","24,50","0,000145759784000000","0,000117871351000000","0,000098745681000000","13,48","13,58","13,53","5,42","5,46","5,44","0,03","0,03","0,03","0,16","0,16","0,16","0,00","0,00","0,00","5,23","5,42","1,23","44,03","62,01","2,88","1,29","1,30","1,23"
1093,1093,15/02/2021,13-14,"67,60","85,90","85,90","0,000153802206000000","0,000122633663000000","0,000094686880000000","11,15","11,22","11,22","5,73","5,77","5,77","0,03","0,03","0,03","0,16","0,16","0,16","0,00","0,00","0,00","5,24","5,43","5,43","44,03","62,01","62,01","1,26","1,27","1,27"
1094,1094,15/02/2021,14-15,"61,03","79,30","79,30","0,000153038738000000","0,000122601242000000","0,000089285027000000","4,23","4,26","4,26","6,15","6,20","6,20","0,03","0,03","0,03","0,16","0,16","0,16","0,00","0,00","0,00","5,26","5,45","5,45","44,03","62,01","62,01","1,17","1,18","1,18"
1095,1095,15/02/2021,15-16,"59,10","77,35","77,35","0,000145125447000000","0,000115588188000000","0,000084367523000000","2,15","2,17","2,17","6,30","6,35","6,35","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,28","5,48","5,48","44,03","62,01","62,01","1,14","1,15","1,15"
1096,1096,15/02/2021,16-17,"59,00","77,25","77,25","0,000139598180000000","0,000109973887000000","0,000082809070000000","2,14","2,16","2,16","6,21","6,26","6,26","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,28","5,48","5,48","44,03","62,01","62,01","1,14","1,15","1,15"
1097,1097,15/02/2021,17-18,"62,19","80,46","80,46","0,000141090994000000","0,000110740706000000","0,000085066829000000","5,57","5,61","5,61","5,92","5,96","5,96","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,29","5,49","5,49","44,03","62,01","62,01","1,19","1,20","1,20"
1098,1098,15/02/2021,18-19,"83,94","102,37","102,37","0,000151481368000000","0,000123599464000000","0,000094554665000000","28,57","28,77","28,77","4,32","4,35","4,35","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,31","5,51","5,51","44,03","62,01","62,01","1,52","1,53","1,53"
1099,1099,15/02/2021,19-20,"105,45","124,07","124,07","0,000177114643000000","0,000164631706000000","0,000155698549000000","50,44","50,83","50,83","3,58","3,61","3,61","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,35","5,56","5,56","44,03","62,01","62,01","1,85","1,87","1,87"
1100,1100,15/02/2021,20-21,"107,68","126,32","126,32","0,000195920078000000","0,000187825705000000","0,000170294529000000","52,99","53,39","53,39","3,19","3,21","3,21","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,39","5,60","5,60","44,03","62,01","62,01","1,89","1,90","1,90"
1101,1101,15/02/2021,21-22,"104,45","123,12","123,12","0,000198398867000000","0,000195951323000000","0,000168317728000000","49,37","49,79","49,79","3,57","3,60","3,60","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,44","5,65","5,65","44,03","62,01","62,01","1,85","1,87","1,87"
1102,1102,15/02/2021,22-23,"82,25","34,47","100,80","0,000172279218000000","0,000203684479000000","0,000161281575000000","25,99","24,97","26,25","4,94","4,74","4,99","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,56","0,93","5,79","44,03","2,22","62,01","1,54","1,41","1,56"
1103,1103,15/02/2021,23-24,"61,60","14,58","16,18","0,000135531208000000","0,000180874566000000","0,000151471716000000","2,79","2,68","2,80","7,76","7,44","7,79","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,59","0,93","1,32","44,03","2,22","2,88","1,23","1,11","1,17"
1104,1104,16/02/2021,00-01,"64,91","17,59","19,42","0,000100918971000000","0,000150241006000000","0,000142229618000000","2,32","2,21","2,33","11,34","10,84","11,41","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,71","0,95","1,35","44,03","2,22","2,88","1,30","1,18","1,24"
1105,1105,16/02/2021,01-02,"65,50","18,10","16,08","0,000079011535000000","0,000127196285000000","0,000164003330000000","2,33","2,22","2,15","11,86","11,31","10,96","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,76","0,96","0,74","44,03","2,22","0,89","1,32","1,19","1,15"
1106,1106,16/02/2021,02-03,"64,50","17,10","15,11","0,000068426207000000","0,000113357044000000","0,000161497198000000","2,34","2,23","2,16","10,82","10,31","9,98","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,79","0,96","0,74","44,03","2,22","0,89","1,31","1,18","1,14"
1107,1107,16/02/2021,03-04,"63,56","16,18","14,20","0,000063854705000000","0,000106059150000000","0,000154169299000000","1,20","1,15","1,11","11,01","10,48","10,14","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,81","0,96","0,74","44,03","2,22","0,89","1,30","1,17","1,13"
1108,1108,16/02/2021,04-05,"63,58","16,20","14,25","0,000062297564000000","0,000103589189000000","0,000145593324000000","1,21","1,16","1,12","11,03","10,50","10,18","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,80","0,96","0,74","44,03","2,22","0,89","1,30","1,17","1,13"
1109,1109,16/02/2021,05-06,"64,21","16,86","14,90","0,000064143604000000","0,000107463266000000","0,000138390253000000","2,32","2,22","2,15","10,59","10,11","9,80","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,75","0,95","0,74","44,03","2,22","0,89","1,30","1,17","1,13"
1110,1110,16/02/2021,06-07,"67,19","19,85","17,84","0,000076814697000000","0,000118646265000000","0,000137475786000000","2,34","2,24","2,18","13,64","13,06","12,69","0,03","0,03","0,03","0,18","0,17","0,16","0,00","0,00","0,00","5,64","0,94","0,73","44,03","2,22","0,89","1,33","1,20","1,16"
1111,1111,16/02/2021,07-08,"77,96","30,37","32,65","0,000107651194000000","0,000141934851000000","0,000142440839000000","18,08","17,39","18,17","8,64","8,30","8,68","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,54","0,93","1,31","44,03","2,22","2,88","1,47","1,34","1,41"
1112,1112,16/02/2021,08-09,"94,10","46,33","48,98","0,000127024390000000","0,000140566387000000","0,000110369257000000","40,79","39,48","40,96","2,04","1,97","2,05","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,37","0,90","1,27","44,03","2,22","2,88","1,68","1,56","1,62"
1113,1113,16/02/2021,09-10,"91,69","44,14","46,57","0,000134075107000000","0,000136556546000000","0,000105708478000000","38,48","37,34","38,62","2,04","1,98","2,05","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,31","0,90","1,25","44,03","2,22","2,88","1,63","1,52","1,58"
1114,1114,16/02/2021,10-11,"84,75","37,42","39,62","0,000141633462000000","0,000136724355000000","0,000106347019000000","31,23","30,30","31,34","2,48","2,40","2,49","0,03","0,03","0,03","0,16","0,16","0,17","0,00","0,00","0,00","5,29","0,89","1,25","44,03","2,22","2,88","1,53","1,42","1,47"
1115,1115,16/02/2021,11-12,"71,50","24,58","26,32","0,000142233881000000","0,000129917794000000","0,000102592431000000","17,13","16,64","17,19","3,53","3,43","3,54","0,03","0,03","0,03","0,16","0,16","0,17","0,00","0,00","0,00","5,29","0,89","1,25","44,03","2,22","2,88","1,33","1,23","1,27"
1116,1116,16/02/2021,12-13,"69,19","87,49","24,02","0,000145134888000000","0,000117970310000000","0,000098618813000000","14,08","14,17","14,12","4,36","4,39","4,37","0,03","0,03","0,03","0,16","0,16","0,16","0,00","0,00","0,00","5,24","5,43","1,23","44,03","62,01","2,88","1,28","1,30","1,23"
1117,1117,16/02/2021,13-14,"69,30","87,62","87,62","0,000153162825000000","0,000122661050000000","0,000094457653000000","14,16","14,26","14,26","4,36","4,39","4,39","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,27","5,47","5,47","44,03","62,01","62,01","1,29","1,30","1,30"
1118,1118,16/02/2021,14-15,"69,08","87,41","87,41","0,000151913661000000","0,000122070097000000","0,000088927527000000","13,73","13,82","13,82","4,54","4,57","4,57","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,30","5,50","5,50","44,03","62,01","62,01","1,29","1,31","1,31"
1119,1119,16/02/2021,15-16,"69,54","87,89","87,89","0,000144398628000000","0,000115328775000000","0,000084669776000000","14,01","14,12","14,12","4,69","4,72","4,72","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,32","5,52","5,52","44,03","62,01","62,01","1,30","1,32","1,32"
1120,1120,16/02/2021,16-17,"82,83","101,25","101,25","0,000139088841000000","0,000109943366000000","0,000083396483000000","28,75","28,95","28,95","3,02","3,05","3,05","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,32","5,52","5,52","44,03","62,01","62,01","1,50","1,52","1,52"
1121,1121,16/02/2021,17-18,"98,95","117,53","117,53","0,000140722271000000","0,000110840560000000","0,000086177552000000","45,66","46,01","46,01","2,00","2,02","2,02","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,32","5,53","5,53","44,03","62,01","62,01","1,75","1,76","1,76"
1122,1122,16/02/2021,18-19,"115,31","134,02","134,02","0,000151050875000000","0,000123516908000000","0,000094941087000000","61,21","61,69","61,69","2,55","2,57","2,57","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,32","5,53","5,53","44,03","62,01","62,01","1,99","2,01","2,01"
1123,1123,16/02/2021,19-20,"132,13","150,97","150,97","0,000176538696000000","0,000164406358000000","0,000154852636000000","78,90","79,51","79,51","1,41","1,42","1,42","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,35","5,56","5,56","44,03","62,01","62,01","2,25","2,27","2,27"
1124,1124,16/02/2021,20-21,"124,47","143,24","143,24","0,000195289694000000","0,000187613773000000","0,000170153848000000","71,34","71,90","71,90","1,36","1,37","1,37","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,39","5,60","5,60","44,03","62,01","62,01","2,14","2,16","2,16"
1125,1125,16/02/2021,21-22,"112,30","131,04","131,04","0,000197151696000000","0,000195007795000000","0,000168223639000000","58,69","59,19","59,19","1,98","2,00","2,00","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,44","5,65","5,65","44,03","62,01","62,01","1,97","1,98","1,98"
1126,1126,16/02/2021,22-23,"111,53","62,54","130,37","0,000172024542000000","0,000203241948000000","0,000161388920000000","57,97","55,66","58,55","1,78","1,71","1,80","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,57","0,93","5,80","44,03","2,22","62,01","1,98","1,83","2,00"
1127,1127,16/02/2021,23-24,"105,38","56,57","60,16","0,000136165267000000","0,000181246834000000","0,000152134143000000","52,11","50,00","52,37","1,55","1,48","1,56","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,60","0,93","1,32","44,03","2,22","2,88","1,89","1,75","1,83"
