,Unnamed: 0,Dia,Hora,GEN,NOC,VHC,COFGEN,COFNOC,COFVHC,PMHGEN,PMHNOC,PMHVHC,SAHGEN,SAHNOC,SAHVHC,FOMGEN,FOMNOC,FOMVHC,FOSGEN,FOSNOC,FOSVHC,INTGEN,INTNOC,INTVHC,PCAPGEN,PCAPNOC,PCAPVHC,TEUGEN,TEUNOC,TEUVHC,CCVGEN,CCVNOC,CCVVHC
1128,1128,17/02/2021,00-01,"108,09","58,84","62,83","0,000100803607000000","0,000150161564000000","0,000142154032000000","51,94","49,63","52,23","4,24","4,05","4,26","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,72","0,95","1,35","44,03","2,22","2,88","1,95","1,80","1,90"
1129,1129,17/02/2021,01-02,"107,52","58,14","54,88","0,000078821637000000","0,000126952935000000","0,000163750359000000","51,57","49,17","47,64","3,99","3,80","3,68","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,77","0,96","0,74","44,03","2,22","0,89","1,95","1,79","1,73"
1130,1130,17/02/2021,02-03,"105,98","56,66","53,45","0,000068211775000000","0,000113049186000000","0,000161153556000000","49,93","47,61","46,13","4,09","3,90","3,78","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,78","0,96","0,74","44,03","2,22","0,89","1,93","1,77","1,71"
1131,1131,17/02/2021,03-04,"103,12","53,89","50,72","0,000063654803000000","0,000105771644000000","0,000153841306000000","46,75","44,54","43,12","4,45","4,24","4,10","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,79","0,96","0,74","44,03","2,22","0,89","1,89","1,73","1,67"
1132,1132,17/02/2021,04-05,"103,72","54,52","51,37","0,000062094842000000","0,000103294473000000","0,000145268856000000","47,44","45,23","43,82","4,38","4,17","4,04","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,77","0,96","0,74","44,03","2,22","0,89","1,90","1,74","1,68"
1133,1133,17/02/2021,05-06,"104,33","55,16","52,07","0,000063923499000000","0,000107136946000000","0,000138061495000000","48,05","45,84","44,48","4,41","4,21","4,08","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,74","0,95","0,74","44,03","2,22","0,89","1,90","1,74","1,69"
1134,1134,17/02/2021,06-07,"108,32","59,28","56,15","0,000076599381000000","0,000118368865000000","0,000137216883000000","50,86","48,73","47,36","5,64","5,40","5,25","0,03","0,03","0,03","0,18","0,17","0,16","0,00","0,00","0,00","5,64","0,94","0,73","44,03","2,22","0,89","1,94","1,79","1,74"
1135,1135,17/02/2021,07-08,"119,72","70,47","74,62","0,000107410340000000","0,000141691046000000","0,000142237438000000","63,86","61,36","64,18","3,98","3,82","4,00","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,55","0,93","1,31","44,03","2,22","2,88","2,10","1,95","2,04"
1136,1136,17/02/2021,08-09,"124,00","75,13","78,98","0,000126611876000000","0,000140167383000000","0,000110123982000000","70,04","67,70","70,34","2,20","2,13","2,21","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,39","0,91","1,27","44,03","2,22","2,88","2,13","2,00","2,08"
1137,1137,17/02/2021,09-10,"124,16","75,57","79,19","0,000133463476000000","0,000135970644000000","0,000105363356000000","70,46","68,32","70,76","2,02","1,95","2,02","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,33","0,90","1,26","44,03","2,22","2,88","2,13","2,00","2,07"
1138,1138,17/02/2021,10-11,"118,13","69,73","73,09","0,000140772851000000","0,000135909255000000","0,000105871751000000","64,41","62,45","64,64","2,14","2,07","2,14","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,32","0,90","1,25","44,03","2,22","2,88","2,03","1,91","1,98"
1139,1139,17/02/2021,11-12,"109,53","61,40","64,46","0,000141079738000000","0,000128851434000000","0,000101967316000000","55,27","53,58","55,46","2,82","2,73","2,82","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,32","0,90","1,25","44,03","2,22","2,88","1,90","1,78","1,85"
1140,1140,17/02/2021,12-13,"100,12","118,66","55,05","0,000143786200000000","0,000116848830000000","0,000097925295000000","45,54","45,86","45,70","3,32","3,34","3,33","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,28","5,48","1,24","44,03","62,01","2,88","1,76","1,77","1,70"
1141,1141,17/02/2021,13-14,"95,80","114,31","114,31","0,000151527345000000","0,000121307862000000","0,000093688910000000","40,76","41,04","41,04","3,84","3,86","3,86","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,29","5,49","5,49","44,03","62,01","62,01","1,69","1,71","1,71"
1142,1142,17/02/2021,14-15,"89,18","107,65","107,65","0,000150273465000000","0,000120707083000000","0,000088195743000000","33,23","33,47","33,47","4,82","4,86","4,86","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,31","5,51","5,51","44,03","62,01","62,01","1,60","1,61","1,61"
1143,1143,17/02/2021,15-16,"86,21","104,66","104,66","0,000142854358000000","0,000114054058000000","0,000083979931000000","30,75","30,97","30,97","4,35","4,38","4,38","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,33","5,53","5,53","44,03","62,01","62,01","1,56","1,57","1,57"
1144,1144,17/02/2021,16-17,"85,78","104,22","104,22","0,000137553883000000","0,000108686864000000","0,000082694273000000","30,75","30,96","30,96","3,93","3,96","3,96","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,33","5,53","5,53","44,03","62,01","62,01","1,55","1,56","1,56"
1145,1145,17/02/2021,17-18,"90,09","108,60","108,60","0,000139013707000000","0,000109438790000000","0,000085375944000000","34,89","35,16","35,16","4,01","4,04","4,04","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,35","5,55","5,55","44,03","62,01","62,01","1,62","1,63","1,63"
1146,1146,17/02/2021,18-19,"102,07","120,67","120,67","0,000149226753000000","0,000121963318000000","0,000094063315000000","47,04","47,40","47,40","3,67","3,70","3,70","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,34","5,55","5,55","44,03","62,01","62,01","1,80","1,81","1,81"
1147,1147,17/02/2021,19-20,"115,48","134,19","134,19","0,000175181177000000","0,000163133880000000","0,000153961518000000","60,95","61,42","61,42","2,93","2,96","2,96","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,37","5,58","5,58","44,03","62,01","62,01","2,00","2,02","2,02"
1148,1148,17/02/2021,20-21,"120,63","139,44","139,44","0,000193948659000000","0,000186331817000000","0,000169286218000000","67,22","67,80","67,80","1,69","1,71","1,71","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,40","5,62","5,62","44,03","62,01","62,01","2,09","2,11","2,11"
1149,1149,17/02/2021,21-22,"111,81","130,54","130,54","0,000196062142000000","0,000193963197000000","0,000167545822000000","56,88","57,37","57,37","3,29","3,32","3,32","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,44","5,66","5,66","44,03","62,01","62,01","1,96","1,98","1,98"
1150,1150,17/02/2021,22-23,"100,05","51,51","118,77","0,000171315287000000","0,000202467081000000","0,000160919784000000","43,09","41,37","43,52","5,34","5,13","5,39","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,58","0,93","5,81","44,03","2,22","62,01","1,81","1,67","1,83"
1151,1151,17/02/2021,23-24,"88,52","40,40","43,23","0,000135683443000000","0,000180672398000000","0,000151762991000000","29,93","28,72","30,08","7,12","6,83","7,16","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,60","0,93","1,32","44,03","2,22","2,88","1,64","1,50","1,58"
1152,1152,18/02/2021,00-01,"84,90","36,69","39,52","0,000100747009000000","0,000150077962000000","0,000142086696000000","27,00","25,80","27,15","6,34","6,06","6,38","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,71","0,95","1,35","44,03","2,22","2,88","1,60","1,46","1,55"
1153,1153,18/02/2021,01-02,"70,52","22,89","20,75","0,000078837853000000","0,000126989547000000","0,000163772839000000","11,58","11,04","10,71","7,56","7,22","7,00","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,75","0,95","0,74","44,03","2,22","0,89","1,39","1,26","1,22"
1154,1154,18/02/2021,02-03,"64,12","16,76","14,79","0,000068245405000000","0,000113117657000000","0,000161212363000000","6,38","6,08","5,89","6,43","6,13","5,94","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,77","0,96","0,74","44,03","2,22","0,89","1,30","1,17","1,13"
1155,1155,18/02/2021,03-04,"63,53","16,18","14,23","0,000063695118000000","0,000105852122000000","0,000153914496000000","4,67","4,45","4,31","7,55","7,19","6,97","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,78","0,96","0,74","44,03","2,22","0,89","1,29","1,16","1,12"
1156,1156,18/02/2021,04-05,"65,29","17,87","15,86","0,000062148924000000","0,000103400227000000","0,000145365208000000","6,52","6,22","6,02","7,43","7,09","6,87","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,77","0,96","0,74","44,03","2,22","0,89","1,32","1,19","1,15"
1157,1157,18/02/2021,05-06,"71,81","24,12","21,94","0,000064001724000000","0,000107288605000000","0,000138191234000000","12,69","12,11","11,74","7,71","7,36","7,14","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,75","0,95","0,74","44,03","2,22","0,89","1,41","1,28","1,24"
1158,1158,18/02/2021,06-07,"90,55","42,22","39,57","0,000076538022000000","0,000118271523000000","0,000137126037000000","29,61","28,35","27,55","9,37","8,97","8,72","0,03","0,03","0,03","0,18","0,17","0,16","0,00","0,00","0,00","5,66","0,94","0,73","44,03","2,22","0,89","1,68","1,54","1,49"
1159,1159,18/02/2021,07-08,"100,33","51,73","55,06","0,000107269760000000","0,000141495121000000","0,000142085971000000","42,81","41,07","42,99","5,89","5,65","5,91","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,58","0,93","1,32","44,03","2,22","2,88","1,81","1,67","1,75"
1160,1160,18/02/2021,08-09,"109,98","61,52","64,89","0,000126373821000000","0,000139885343000000","0,000109956600000000","54,04","52,19","54,27","4,36","4,21","4,38","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,42","0,91","1,28","44,03","2,22","2,88","1,93","1,80","1,87"
1161,1161,18/02/2021,09-10,"110,32","62,04","65,28","0,000133154243000000","0,000135631636000000","0,000105166548000000","55,88","54,09","56,12","2,94","2,84","2,95","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,35","0,90","1,26","44,03","2,22","2,88","1,92","1,79","1,87"
1162,1162,18/02/2021,10-11,"107,91","59,77","62,83","0,000140403665000000","0,000135524764000000","0,000105648101000000","53,50","51,83","53,68","2,98","2,89","2,99","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,33","0,90","1,26","44,03","2,22","2,88","1,88","1,76","1,83"
1163,1163,18/02/2021,11-12,"104,87","56,88","59,78","0,000140688774000000","0,000128465835000000","0,000101739813000000","50,66","49,12","50,83","2,83","2,74","2,84","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,32","0,90","1,25","44,03","2,22","2,88","1,84","1,71","1,78"
1164,1164,18/02/2021,12-13,"100,09","118,64","55,03","0,000143406815000000","0,000116516209000000","0,000097717182000000","45,61","45,93","45,77","3,23","3,25","3,24","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,28","5,48","1,24","44,03","62,01","2,88","1,76","1,77","1,70"
1165,1165,18/02/2021,13-14,"103,99","122,56","122,56","0,000151321987000000","0,000121134171000000","0,000093585393000000","49,70","50,05","50,05","2,97","2,99","2,99","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,29","5,49","5,49","44,03","62,01","62,01","1,82","1,83","1,83"
1166,1166,18/02/2021,14-15,"98,19","116,76","116,76","0,000150165344000000","0,000120618812000000","0,000088142924000000","43,57","43,91","43,91","3,36","3,38","3,38","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,31","5,51","5,51","44,03","62,01","62,01","1,73","1,75","1,75"
1167,1167,18/02/2021,15-16,"98,45","116,98","116,98","0,000142816330000000","0,000114027671000000","0,000083959882000000","43,77","44,08","44,08","3,38","3,41","3,41","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,33","5,53","5,53","44,03","62,01","62,01","1,74","1,75","1,75"
1168,1168,18/02/2021,16-17,"98,46","117,04","117,04","0,000137648283000000","0,000108775878000000","0,000082737123000000","43,77","44,11","44,11","3,40","3,42","3,42","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,33","5,53","5,53","44,03","62,01","62,01","1,74","1,76","1,76"
1169,1169,18/02/2021,17-18,"108,48","127,13","127,13","0,000139311044000000","0,000109703738000000","0,000085518728000000","54,23","54,65","54,65","2,79","2,81","2,81","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,34","5,55","5,55","44,03","62,01","62,01","1,89","1,91","1,91"
1170,1170,18/02/2021,18-19,"119,86","138,60","138,60","0,000149526063000000","0,000122240838000000","0,000094210495000000","64,21","64,71","64,71","4,02","4,05","4,05","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,34","5,55","5,55","44,03","62,01","62,01","2,06","2,08","2,08"
1171,1171,18/02/2021,19-20,"126,68","145,47","145,47","0,000175304245000000","0,000163270299000000","0,000154043431000000","70,93","71,48","71,48","3,98","4,01","4,01","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,38","5,58","5,58","44,03","62,01","62,01","2,17","2,19","2,19"
1172,1172,18/02/2021,20-21,"125,13","143,97","143,97","0,000193918539000000","0,000186311441000000","0,000169260794000000","70,20","70,80","70,80","3,13","3,16","3,16","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,41","5,63","5,63","44,03","62,01","62,01","2,15","2,18","2,18"
1173,1173,18/02/2021,21-22,"117,50","136,28","136,28","0,000196067477000000","0,000193980910000000","0,000167545104000000","62,19","62,72","62,72","3,57","3,60","3,60","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,46","5,67","5,67","44,03","62,01","62,01","2,05","2,07","2,07"
1174,1174,18/02/2021,22-23,"116,61","67,35","135,49","0,000171285225000000","0,000202440354000000","0,000160893131000000","60,81","58,34","61,41","3,91","3,76","3,95","0,03","0,03","0,03","0,17","0,17","0,18","0,00","0,00","0,00","5,59","0,93","5,82","44,03","2,22","62,01","2,06","1,91","2,08"
1175,1175,18/02/2021,23-24,"109,52","60,49","64,31","0,000135657029000000","0,000180644729000000","0,000151735535000000","53,29","51,09","53,55","4,43","4,24","4,45","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,62","0,94","1,33","44,03","2,22","2,88","1,96","1,81","1,90"
1176,1176,19/02/2021,00-01,"88,73","40,28","43,33","0,000102203720000000","0,000152345053000000","0,000142992225000000","31,81","30,34","31,96","5,29","5,05","5,32","0,03","0,03","0,03","0,18","0,17","0,18","0,00","0,00","0,00","5,74","0,95","1,35","44,03","2,22","2,88","1,66","1,52","1,60"
1177,1177,19/02/2021,01-02,"85,96","37,58","34,96","0,000080249387000000","0,000129263239000000","0,000164974657000000","28,06","26,75","25,92","6,26","5,97","5,78","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,77","0,96","0,74","44,03","2,22","0,89","1,63","1,48","1,44"
1178,1178,19/02/2021,02-03,"79,83","31,70","29,25","0,000069091626000000","0,000114975938000000","0,000162266728000000","22,27","21,22","20,54","5,99","5,71","5,53","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,79","0,96","0,74","44,03","2,22","0,89","1,54","1,40","1,35"
1179,1179,19/02/2021,03-04,"80,55","32,36","29,88","0,000064200156000000","0,000107299790000000","0,000155227230000000","22,05","21,00","20,33","6,90","6,57","6,36","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,80","0,96","0,74","44,03","2,22","0,89","1,55","1,41","1,36"
1180,1180,19/02/2021,04-05,"79,78","31,65","29,20","0,000062534620000000","0,000104621977000000","0,000146986036000000","21,32","20,31","19,66","6,89","6,57","6,36","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,79","0,96","0,74","44,03","2,22","0,89","1,54","1,40","1,35"
1181,1181,19/02/2021,05-06,"81,08","32,96","30,51","0,000064387536000000","0,000108546144000000","0,000139948703000000","22,05","21,03","20,39","7,49","7,15","6,93","0,03","0,03","0,03","0,18","0,17","0,17","0,00","0,00","0,00","5,75","0,95","0,74","44,03","2,22","0,89","1,55","1,41","1,37"
1182,1182,19/02/2021,06-07,"85,91","37,78","35,26","0,000076743665000000","0,000119419498000000","0,000138600206000000","24,44","23,40","22,74","9,97","9,55","9,28","0,03","0,03","0,03","0,18","0,17","0,16","0,00","0,00","0,00","5,66","0,94","0,73","44,03","2,22","0,89","1,61","1,47","1,43"
1183,1183,19/02/2021,07-08,"94,29","45,99","49,04","0,000107069821000000","0,000142872252000000","0,000144167980000000","36,12","34,68","36,30","6,65","6,38","6,68","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,57","0,93","1,32","44,03","2,22","2,88","1,72","1,58","1,66"
1184,1184,19/02/2021,08-09,"99,69","51,59","54,52","0,000126609517000000","0,000141617310000000","0,000113436798000000","44,36","42,84","44,51","3,93","3,80","3,95","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,40","0,91","1,27","44,03","2,22","2,88","1,77","1,64","1,71"
1185,1185,19/02/2021,09-10,"97,25","49,48","52,17","0,000134387256000000","0,000137798386000000","0,000107133495000000","41,98","40,70","42,16","3,99","3,87","4,01","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,33","0,90","1,26","44,03","2,22","2,88","1,72","1,60","1,67"
1186,1186,19/02/2021,10-11,"83,68","36,38","38,57","0,000141780055000000","0,000137860223000000","0,000107870868000000","28,82","27,96","28,94","3,83","3,72","3,85","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,30","0,89","1,25","44,03","2,22","2,88","1,51","1,40","1,46"
1187,1187,19/02/2021,11-12,"78,15","30,99","32,99","0,000141651661000000","0,000130350518000000","0,000104599131000000","22,93","22,23","23,01","4,26","4,13","4,28","0,03","0,03","0,03","0,17","0,16","0,17","0,00","0,00","0,00","5,31","0,89","1,25","44,03","2,22","2,88","1,43","1,32","1,37"
1188,1188,19/02/2021,12-13,"74,62","92,96","29,45","0,000143630318000000","0,000117524962000000","0,000100515863000000","19,35","19,47","19,40","4,42","4,44","4,43","0,03","0,03","0,03","0,16","0,17","0,16","0,00","0,00","0,00","5,27","5,46","1,24","44,03","62,01","2,88","1,37","1,38","1,31"
1189,1189,19/02/2021,13-14,"71,43","89,77","89,77","0,000150691074000000","0,000121370219000000","0,000095581427000000","15,96","16,07","16,07","4,64","4,67","4,67","0,03","0,03","0,03","0,16","0,17","0,17","0,00","0,00","0,00","5,28","5,48","5,48","44,03","62,01","62,01","1,33","1,34","1,34"
1190,1190,19/02/2021,14-15,"65,11","83,41","83,41","0,000150487603000000","0,000121581547000000","0,000090160370000000","9,39","9,45","9,45","4,96","5,00","5,00","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,31","5,51","5,51","44,03","62,01","62,01","1,24","1,25","1,25"
1191,1191,19/02/2021,15-16,"61,89","80,18","80,18","0,000144051121000000","0,000115924136000000","0,000086315425000000","5,77","5,82","5,82","5,38","5,42","5,42","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,32","5,53","5,53","44,03","62,01","62,01","1,19","1,20","1,20"
1192,1192,19/02/2021,16-17,"61,85","80,14","80,14","0,000139279882000000","0,000111236943000000","0,000084742576000000","5,78","5,83","5,83","5,32","5,36","5,36","0,03","0,03","0,03","0,17","0,17","0,17","0,00","0,00","0,00","5,33","5,54","5,54","44,03","62,01","62,01","1,19","1,20","1,20"
